ourid,release_date,grossboxoffice,classgrossboxoffice,specialeffects,starvalue_director,starvalue_producer,startvalue_stars,origscreenoplayes,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,scifi,sport,thriller,war,western,othergenre,competition,mpaa_rating,maxscreens,user_rating,opening___screens,estmated_budget,opening_weekend,number_of_weeks,movie_length,
11770,37372,16873000,5,3,1,2,3,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2607,5.7,2604,0,6219234,10,103,
11824,37561,24665649,5,3,3,3,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,H,R,1293,7.4,5,25000000,367203,10,95,
11839,37141,22235901,5,3,2,3,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,1308,5.6,1297,6000000,7720942,8,90,
11893,37491,20146150,5,2,2,3,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2174,5,2154,29000000,5758236,15,0,
11913,38408,19297522,5,4,2,2,2,Yes,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,L,PG-13,2805,4.8,2805,35000000,9633085,11,97,
11931,37216,16515735,5,3,1,3,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,H,PG-13,2011,5.9,2011,11000000,4531665,13,89,
11938,37162,24185781,5,3,2,4,3,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,PG-13,2010,6.8,1751,31000000,9021494,10,101,
11942,37722,16829545,5,4,2,2,2,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,L,R,847,5.6,595,7000000,3460666,12,89,
11970,37295,25852764,5,3,3,2,2,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,L,PG-13,2762,2.8,2762,70000000,9013548,10,98,
11979,36992,23247539,5,2,2,2,2,No,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,1111,5.2,1111,7000000,7562284,19,94,
11983,37727,23020488,5,4,2,3,3,Yes,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG-13,2955,5.2,2955,52000000,8653542,6,104,
12022,36931,19351569,5,3,3,4,3,Yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2467,5.7,2467,22000000,7411852,7,90,
12032,36980,28008462,5,3,2,2,3,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,441,6.1,199,18000000,1837068,15,109,
12046,36938,25178165,5,3,3,2,3,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2268,6.1,2268,40000000,11015226,10,119,
12079,36903,17833000,5,3,2,2,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,2433,6,2433,30000000,5486209,4,109,
12158,36637,27441122,5,2,2,3,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,L,PG-13,1245,6.8,1237,15000000,8139180,17,124,
12196,36546,20035310,5,2,1,1,2,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2003,4.5,1971,9000000,7602507,12,91,
12204,36581,19389454,5,3,3,2,3,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,1509,7.5,1253,35000000,5808919,25,107,
12241,36777,25167270,5,3,3,3,3,No,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,L,R,1491,6.4,0,24000000,0,15,110,
12316,36707,26000610,5,4,2,2,2,Yes,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,H,PG,2482,4.1,2460,76000000,6814270,14,0,
10055,40460,7455447,4,2,3,2,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,454,6.5,4,7000000,181716,17,91,
10110,40067,11915856,4,4,2,2,2,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,2665,5,2665,16000000,5059802,6,101,
10142,40389,9171777,4,1,1,1,3,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M,PG-13,570,7.2,4,7500000,88182,28,0,
10165,39990,9451946,4,2,3,2,1,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,H,R,506,7.2,4,17000000,130411,10,98,
10210,40109,14241034,4,3,3,3,3,No,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG,1030,5.7,818,40000000,3904047,10,111,
10230,39759,12081447,4,2,3,2,2,Yes,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,H,R,2048,6.4,2044,0,5401605,13,100,
10246,40039,15102127,4,3,2,3,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,1838,5.8,1838,0,5642137,6,89,
10282,39829,14879423,4,2,2,2,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,1108,6.8,6,0,97260,17,93,
10287,39752,13350177,4,4,2,2,2,Yes,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,PG-13,2652,3.7,2652,5000000,5423315,5,82,
10288,39787,8195551,4,1,2,2,2,Yes,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,M,R,701,6.7,687,12000000,3445559,5,109,
10299,40004,14793904,4,2,3,2,2,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,PG-13,1872,5.2,1858,18000000,4919433,11,102,
10329,39710,13214030,4,3,3,3,3,Yes,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,1512,7,1505,20000000,5012315,7,102,
10400,39780,9030581,4,2,2,2,2,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,H,PG-13,679,7.8,0,12500000,253085,11,94,
10419,39871,8742261,4,5,2,2,2,Yes,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,1164,3.8,1136,50000000,4721110,11,96,
10537,39297,9976716,4,4,3,3,2,No,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,L,PG,1509,2.7,1509,0,4208455,11,110,
10547,39213,8074933,4,1,1,1,1,Yes,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,1931,3.2,0,0,0,4,90,
10549,39500,11169531,4,2,3,2,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG-13,810,6.5,808,20000000,4050655,10,102,
10581,39486,7757130,4,3,2,2,3,Yes,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,232,8.1,28,15000000,457227,17,107,
10590,39094,15291277,4,4,2,1,1,Yes,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,2444,4.4,2444,0,6792318,8,93,
10595,39157,12550605,4,2,2,1,2,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,1776,5.5,1776,0,5674802,7,94,
10654,39535,10911750,4,3,2,2,3,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,L,R,1305,6.5,1291,25000000,4555117,11,112,
10676,39360,8791738,4,4,2,2,2,No,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,L,PG,3173,4.7,3141,0,3745315,9,99,
10679,39521,10955425,4,4,3,2,2,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,L,R,1938,6,1936,30000000,4926565,4,105,
10684,39745,15709385,4,3,3,3,3,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,2585,6.7,2585,30000000,6262396,7,130,
10719,39458,12701880,4,4,2,2,2,Yes,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,G,1340,5,1337,0,4251320,8,85,
10743,39136,10996440,4,3,2,2,3,Yes,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,2155,6.4,2155,13000000,4454319,6,104,
10796,38926,10515579,4,2,2,2,2,Yes,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,M,PG-13,541,6.8,538,4000000,3046924,9,96,
10827,38982,13082288,4,3,3,3,2,No,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,L,PG-13,2033,6.5,2033,60000000,6004219,13,140,
10850,40109,13698390,4,4,3,2,3,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,3074,6.1,3074,40000000,6293205,3,109,
10854,39787,7948159,4,4,2,3,2,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M,R,2508,6.1,2508,35000000,4271451,3,103,
10928,38975,11596143,4,4,3,2,2,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,1359,6.7,1357,20000000,4627989,6,115,
10970,38968,14415222,4,3,2,2,3,Yes,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,L,R,1551,6.6,1548,0,5926177,7,126,
10981,38679,10105281,4,3,2,2,2,No,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,H,PG-13,1608,2.3,0,0,4448491,4,95,
11022,39192,11043445,4,2,2,2,2,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2155,6.7,2155,10000000,4712341,9,97,
11037,38954,12549485,4,3,2,2,2,Yes,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,L,R,975,5.8,973,15000000,5745780,6,121,
11099,38926,7659918,4,4,3,3,3,No,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M,R,263,7.1,0,8500000,391672,14,100,
11126,38679,8819059,4,3,3,2,3,No,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,R,1552,6.2,0,16000000,3740799,3,92,
11229,38940,11631245,4,3,2,2,2,No,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,L,PG,2501,3.6,0,35000000,4510408,6,83,
11248,38233,11540112,4,2,2,2,2,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,1303,3.4,1303,0,6219794,6,97,
11280,38296,13395939,4,2,2,2,3,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,H,R,2215,6.1,0,60000000,0,10,103,
11292,38646,15569469,4,3,3,2,3,No,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,226,7.8,0,15000000,0,11,103,
11350,40067,12201122,4,4,2,2,3,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,2745,5.3,2745,35000000,4915104,10,101,
11368,38350,8010814,4,3,3,2,2,Yes,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,M,PG-13,383,6.6,0,23000000,0,10,118,
11372,40123,15045676,4,4,2,2,3,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,H,PG-13,2635,5.8,2635,16000000,7571417,7,115,
11383,38268,10411980,4,3,2,2,2,No,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,L,PG,2521,5.2,2521,15000000,4022693,7,103,
11396,37995,12189514,4,3,2,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2400,5.8,2400,23000000,6081483,8,111,
11421,38506,11008432,4,2,3,2,3,Yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,H,PG-13,1865,6.9,1865,25000000,5623373,4,107,
11437,38765,12512886,4,3,3,2,3,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,2361,5,2361,0,6707111,4,113,
11464,38275,7739049,4,3,2,2,3,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,328,7.1,8,18000000,101126,25,104,
11502,38107,14379751,4,2,2,2,3,Yes,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,L,PG-13,2323,4.7,2323,25000000,6800617,9,102,
11546,38576,10166502,4,3,3,2,1,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,L,R,920,6.8,819,70000000,3376009,10,132,
11572,37820,14108518,4,3,2,3,1,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,M,PG-13,2319,5.4,2319,16000000,5809960,4,0,
11580,37951,8243880,4,3,2,2,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,H,R,408,7,11,3200000,128973,16,101,
11641,37519,14294842,4,4,2,2,2,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,2705,3.5,2705,70000000,7010474,9,91,
11659,37869,7659747,4,4,2,2,2,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,1975,4.9,1975,38000000,4438899,8,102,
11672,37274,10219506,4,2,2,2,1,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,75,3.1,61,0,555754,11,88,
11709,37498,13208023,4,4,2,1,1,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,2550,3.2,2550,42000000,7087457,9,101,
11721,37540,11805917,4,3,2,2,1,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,1437,6.7,1437,4000000,2532410,6,110,
11793,37475,14015786,4,2,1,2,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,688,6.7,4,5000000,151642,18,93,
11814,37519,9304609,4,2,2,2,2,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,149,7.1,11,4000000,182306,21,104,
11874,38086,14589444,4,3,2,2,2,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,2148,6.9,2148,0,6003806,14,108,
11881,37358,13103828,4,3,2,2,2,Yes,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,1497,7.3,1497,11000000,4208655,9,100,
11885,37701,15589458,4,3,1,2,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2508,5,2508,30000000,7009513,6,87,
11923,37484,10103647,4,3,2,2,2,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,L,PG-13,619,6.4,270,25000000,1575214,9,102,
11953,37111,8821782,4,3,2,2,2,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,412,6.7,6,3000000,141852,20,101,
11990,37008,8704851,4,3,1,1,2,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,1514,5.1,1514,5000000,3020159,5,90,
12034,36992,14252830,4,3,1,1,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,L,PG,2558,5.1,2556,22000000,4562455,6,98,
12041,36945,15738632,4,3,2,2,4,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,2545,5.6,2545,42000000,7160521,8,125,
12093,36812,13592872,4,3,2,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,2043,4.8,2022,11000000,5426390,10,84,
12104,37540,11632420,4,3,2,3,3,Yes,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,1806,6,0,0,0,5,92,
12133,36733,15911333,4,4,2,1,2,Yes,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,G,2110,3,0,19000000,0,10,85,
12161,36586,9821335,4,2,2,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,678,3.3,678,6000000,3684704,14,82,
12179,36924,10397365,4,3,3,2,1,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,L,PG-13,2363,4.9,2338,14000000,4804595,5,86,
12180,36959,11560259,4,3,2,2,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,1742,5.6,1742,10000000,4134977,6,87,
12210,36938,8596914,4,2,2,2,2,No,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,280,7.1,2,6000000,44244,24,122,
12303,37008,10364769,4,3,3,3,3,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,2222,4.4,2222,90000000,3029858,5,104,
10041,40534,170938575,9,3,4,4,4,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,M,PG-13,3464,8,4,38000000,24850000,17,91,
10049,40375,820186685,9,5,4,2,4,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,M,PG-13,3792,8.9,3792,160000000,62785337,24,148,
10066,40403,266159621,9,4,3,2,3,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,3398,6.7,3270,80000000,34825135,10,103,
10148,40130,166112167,9,5,5,2,3,Yes,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,H,PG-13,3444,5.9,3404,200000000,65237614,13,158,
10228,39829,146336178,9,3,3,2,3,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,3206,5.3,3144,25000000,31832636,19,91,
10389,40360,224070000,9,5,4,3,2,Yes,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,3203,4.5,3169,150000000,51804232,12,103,
10396,40501,294980434,9,5,4,2,4,No,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,H,PG-13,4125,7.8,4125,0,125017327,19,146,
10414,40319,238371987,9,4,2,2,4,Yes,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,4386,6.6,4359,165000000,70838207,16,93,
10450,39661,401128639,9,5,3,3,4,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,3778,5.1,3760,145000000,40457770,7,112,
10495,39807,244082376,9,3,3,3,3,No,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,M,PG,3505,7,3480,60000000,36367586,18,115,
10509,39801,168167691,9,3,3,2,5,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,PG-13,2758,7.6,2758,55000000,14851136,6,123,
10556,39647,602609487,9,4,3,2,3,No,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,M,PG-13,3194,6.5,0,52000000,27751240,14,108,
10636,39241,311312624,9,3,3,4,4,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,PG-13,3565,6.9,3565,85000000,36133403,14,122,
10664,39143,253625427,9,3,3,2,4,Yes,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG-13,3360,6,3,0,39699023,22,100,
10710,39073,574480841,9,5,4,2,4,No,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,3768,6.4,0,110000000,42212651,23,108,
10744,39647,1001921825,9,5,4,3,4,No,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M,PG-13,4366,8.9,4366,185000000,158411483,31,152,
10817,38884,140225000,9,4,3,3,2,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,H,PG,2981,4.8,2946,0,7288977,15,78,
10823,39066,304850102,9,3,3,3,5,Yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,3169,7.8,2852,55000000,26541709,11,117,
10835,39043,180557550,9,4,4,4,4,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,H,PG-13,3108,7,3108,75000000,20574802,14,126,
10848,39521,154529187,9,4,2,2,4,No,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,G,3961,7.1,3954,85000000,45012998,24,86,
10861,39227,309404152,9,5,4,4,4,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,4362,7,0,300000000,139802190,18,169,
10865,39066,249430327,9,4,2,2,2,No,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,3020,5,3020,100000000,23239907,15,104,
10904,39297,227225045,9,4,4,3,3,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,PG-13,3701,8.2,3660,110000000,69283690,15,115,
10921,40347,635700000,9,5,3,2,4,No,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,H,G,4028,8.7,4028,200000000,110307189,24,103,
10956,38926,163777560,9,4,4,2,3,No,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M,R,3026,6,3021,135000000,25723815,10,134,
10975,39283,202548575,9,4,4,2,3,No,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,M,PG,3121,7.1,3,75000000,27476745,15,117,
11051,38933,148213377,9,3,3,4,4,Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,L,PG-13,3803,6.4,3803,73000000,47042215,11,108,
11073,39878,185258983,9,5,4,2,3,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,L,R,3611,7.7,3611,130000000,55214334,12,162,
11234,38856,217536138,9,4,3,2,3,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,M,PG-13,3757,6.4,3735,125000000,77073388,14,149,
11264,38429,143024542,9,4,2,4,3,No,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,L,PG-13,3341,5.1,3332,0,35065237,8,110,
11270,38863,234360014,9,5,3,3,4,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,M,PG-13,3714,6.9,0,210000000,122861157,18,104,
11332,39590,317011114,9,5,4,4,4,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,4264,6.5,4260,185000000,126917373,20,122,
11346,39038,197992827,9,4,2,4,3,No,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,H,PG,3804,6.6,3804,100000000,41533432,22,108,
11378,38821,178262620,9,4,3,2,3,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,3673,5,3602,45000000,40222875,16,83,
11404,38275,170128460,9,3,2,2,3,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2542,6,1772,50000000,11783467,19,106,
11439,37980,190212113,9,3,4,2,3,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,3298,5.6,3298,40000000,27557647,22,98,
11442,37946,141591324,9,4,2,2,3,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,H,R,2382,5.7,2382,40000000,19288438,15,98,
11445,38896,391081192,9,4,3,3,3,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,H,PG-13,4065,6.5,4065,209000000,52535096,18,154,
11453,38184,347234916,9,4,3,3,5,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,M,PG-13,3494,7,3420,120000000,52179887,24,115,
11455,38030,196485100,9,3,4,2,4,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,3612,6.8,3591,75000000,45107871,19,99,
11519,38674,895921036,9,5,4,2,4,No,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,H,PG-13,3858,7.6,3858,150000000,102335066,19,157,
11525,37827,148336445,9,3,3,4,3,No,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,M,PG-13,2573,7.4,1987,87000000,20854735,19,140,
11544,38856,336002996,9,4,2,3,3,No,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,4059,7,4059,0,38457003,16,83,
11554,37960,456758981,9,3,3,4,4,No,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,M,R,2938,7.8,2908,140000000,24271354,16,154,
11555,37827,156505388,9,4,3,2,4,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,M,PG-13,3222,5.2,3222,90000000,21783641,16,117,
11566,37839,160846332,9,4,4,3,3,No,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,3067,6.4,2954,26000000,22203007,22,97,
11569,38478,152000000,9,4,4,2,3,Yes,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,M,R,3219,7.1,3216,130000000,19635996,16,144,
11574,38135,186739919,9,4,4,4,3,No,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,M,PG-13,3444,6.3,3425,125000000,85807341,23,124,
11584,38842,395668139,9,4,4,2,4,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M,PG-13,4059,6.8,4054,150000000,47743273,11,126,
11590,38877,461981126,9,5,5,3,4,No,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,H,G,3988,7.4,3985,120000000,60119509,19,117,
