ourid,release_date,grossboxoffice,classgrossboxoffice,specialeffects,starvalue_director,starvalue_producer,startvalue_stars,origscreenoplayes,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,scifi,sport,thriller,war,western,othergenre,competition,mpaa_rating,maxscreens,user_rating,opening___screens,estmated_budget,opening_weekend,number_of_weeks,movie_length,
11612,37939,244931766,9,3,3,3,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,H,R,1706,7.8,0,0,0,14,135,
11663,38142,761300818,9,5,4,3,4,No,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,H,PG,3855,7.7,3855,130000000,93687367,22,141,
11680,37645,306776732,9,4,3,2,3,No,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,L,PG-13,2701,7.2,77,45000000,2074929,36,113,
11842,37260,170708996,9,3,3,4,4,No,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG-13,2250,8,524,60000000,2501096,23,135,
11846,37330,188600000,9,4,3,2,3,No,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,3345,7.5,3316,59000000,46312454,25,81,
11854,37216,143049560,9,4,3,3,3,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,R,2770,6.9,2770,92000000,21689125,11,126,
11857,37904,178398138,9,4,4,3,3,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,3102,8.2,3102,55000000,22089322,31,111,
11858,37771,864625978,9,4,4,3,3,No,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,M,G,3425,8.2,3374,94000000,70251710,29,100,
11883,37615,351112395,9,3,4,2,4,No,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,3225,7.8,3156,52000000,30082000,17,141,
11920,37526,180622424,9,3,3,2,3,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,3313,5.8,3293,38000000,35648740,21,108,
11944,37659,177085826,9,3,3,2,3,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG-13,2923,6.1,2923,50000000,23774850,23,116,
11978,37582,431971116,9,4,3,3,3,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,PG-13,3377,6,3314,142000000,47072040,17,133,
12009,37211,976475550,9,5,4,2,4,No,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,H,PG,3672,7.2,3672,125000000,90294621,27,152,
12014,37232,450717150,9,3,3,4,4,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M,PG-13,3075,7.6,3075,85000000,38107822,21,116,
12085,37610,190000000,9,4,4,2,4,No,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,M,R,2340,7.4,1504,97000000,9496870,17,167,
12095,37036,198539855,9,5,4,2,3,Yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,M,PG-13,3255,5.5,3214,140000000,75177654,28,183,
12116,37015,430000000,9,5,4,4,4,Yes,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,3553,6.2,3401,98000000,68139035,22,130,
12123,36875,374111707,9,3,4,3,4,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,M,PG-13,3092,6.3,3012,70000000,33614543,25,127,
12145,37043,179213434,9,4,3,2,4,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,H,PG-13,2283,7.7,2,52500000,167540,49,127,
12163,37197,255870172,9,4,3,2,3,No,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,H,G,3649,8,3237,115000000,62577067,41,92,
12217,36896,207515725,9,3,3,2,3,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,1755,7.8,4,48000000,184725,28,147,
12239,36651,258264745,9,4,4,3,4,No,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,R,3188,8.4,2938,103000000,34819017,33,155,
12248,37608,920400000,9,5,4,4,4,No,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,3622,8.7,0,94000000,0,33,179,
12261,36742,191200000,9,3,3,2,3,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,L,R,2956,5.5,2956,95000000,26414386,14,112,
12280,36833,264105545,9,4,3,3,3,No,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,PG-13,3037,5.5,3037,92000000,40128550,17,98,
12322,38491,414318300,9,5,5,5,3,Yes,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,M,PG-13,3661,7.8,3661,113000000,108435841,21,140,
12323,37392,338800000,9,5,5,5,3,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,M,PG,3161,6.8,3161,115000000,80027814,50,142,
12332,37244,870761744,9,5,4,4,4,No,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,PG-13,3381,8.8,3359,93000000,66114741,36,178,
10005,40302,56705,1,4,2,2,1,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M,UR,10,7.8,10,0,13860,3,0,
10092,40046,219719,1,1,1,1,2,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,30,7,0,0,0,10,99,
10094,40095,168945,1,3,2,2,1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,L,PG-13,6,5.9,0,0,0,4,0,
10121,40536,82582,1,2,1,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,PG-13,5,3.5,1,0,4042,6,90,
10127,39731,192042,1,3,1,2,1,Yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,282,5.7,282,0,192042,1,0,
10187,40431,124720,1,3,2,2,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG,17,7,2,5000000,4584,7,92,
10204,40109,230600,1,3,2,1,1,Yes,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,L,R,25,6.1,3,0,18002,5,96,
10222,39906,104526,1,4,2,2,1,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,L,PG,40,5.7,40,0,43437,13,90,
10323,40340,98682,1,2,1,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,PG,5,5,4,0,11156,11,0,
10343,39717,183088,1,3,3,2,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,L,R,425,7.1,425,15000000,183088,1,0,
10388,39528,142666,1,3,3,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,L,R,10,7.7,1,0,3464,11,97,
10413,40067,67186,1,3,3,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,4,5.9,2,0,8079,8,0,
10442,39717,81364,1,3,2,1,1,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,9,6.2,9,0,25933,5,97,
10479,39535,72348,1,1,1,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,UR,5,5.4,1,125000,12101,9,0,
10491,39444,267880,1,3,3,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,M,PG-13,19,6.7,4,5000000,13856,19,124,
10515,39325,62745,1,3,2,3,3,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,L,R,5,6.6,2,0,29172,5,100,
10525,40060,90820,1,4,2,3,2,Yes,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,PG-13,100,6.2,100,0,90820,1,84,
10542,39892,57955,1,3,2,2,1,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,UR,6,6,1,0,9413,8,0,
10577,39500,249905,1,4,1,2,1,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,L,R,160,6.2,160,50000,144836,4,103,
10586,40515,73857,1,3,2,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,M,R,9,5.8,4,0,13562,11,0,
10592,39423,50080,1,2,2,1,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,PG-13,7,6.8,4,2000000,13880,4,85,
10597,39913,80283,1,3,2,1,1,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,20,5.3,20,0,32783,5,95,
10600,39500,79436,1,1,1,1,1,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,14,4.4,14,3600000,30000,3,0,
10605,39213,204331,1,3,2,2,2,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,M,R,44,5.6,0,12000000,25261,3,106,
10618,39507,87939,1,2,2,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,17,6.6,17,1800000,44370,2,120,
10642,39598,233637,1,3,2,2,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,R,25,6.4,4,0,36391,11,85,
10657,39752,173066,1,3,3,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,L,R,4,6.5,1,1500000,16432,7,86,
10695,39339,220234,1,2,2,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,20,6.3,7,3500000,36938,12,104,
10720,39568,165831,1,2,2,2,1,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,UR,8,6.1,1,9500000,16769,14,112,
10734,39906,53760,1,2,1,2,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,11,5.9,11,2000000,32764,3,80,
10828,38744,145382,1,3,3,3,1,Yes,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,L,R,32,6.7,32,1600000,70664,3,73,
10872,39563,57180,1,3,2,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,51,5.2,50,5000000,35281,2,0,
10918,38870,192467,1,3,3,2,1,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,H,R,7,6.4,7,15000,26029,15,85,
10939,39164,220151,1,3,1,2,1,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,UR,7,7,0,500000,0,14,88,
10966,38863,70071,1,3,2,2,1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,UR,3,5.9,0,7000,16124,11,80,
10969,39542,114669,1,3,3,2,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,6,6,2,5400000,16454,3,104,
10983,39966,113132,1,3,2,1,1,Yes,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,H,UR,5,6.2,2,150000,3730,10,0,
11023,39395,176300,1,2,2,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,R,11,6.9,1,3000000,32407,4,114,
11026,39150,208565,1,2,2,2,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,L,PG,40,6.7,0,0,81569,3,131,
11041,38814,53609,1,2,2,2,1,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,5,6.2,5,0,22074,4,0,
11050,39710,128092,1,3,2,2,2,Yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,L,R,11,6,11,3750000,13744,10,102,
11120,38751,206624,1,2,2,2,1,Yes,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,L,R,32,5,14,4750000,29157,13,98,
11135,38457,204481,1,3,2,2,1,Yes,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,58,5.7,58,0,43930,5,0,
11156,38842,281326,1,3,3,2,3,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,R,16,6.7,1,0,8927,14,105,
11211,39584,91432,1,2,2,1,1,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,R,84,6.1,84,0,91432,1,0,
11215,38268,193571,1,3,2,3,3,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,51,6.3,4,0,17879,7,85,
11219,39668,58001,1,3,2,1,1,Yes,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,L,R,7,6.4,1,0,5888,8,92,
11244,38765,101228,1,3,2,2,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,11,6.4,7,3500000,28091,9,98,
11255,38751,223144,1,3,2,2,3,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,PG,35,6.5,0,0,0,3,93,
11446,38212,54020,1,3,2,2,2,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,UR,4,5.5,2,450000,6722,12,92,
11534,38324,284002,1,3,3,2,2,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,PG,226,7.1,226,0,160346,3,90,
11537,38618,58116,1,2,2,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,44,3.1,44,0,23281,2,91,
11722,37862,112746,1,3,2,2,2,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,UR,18,5,18,0,67529,3,100,
11727,37750,71743,1,1,1,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,R,7,6.1,7,0,13258,1,94,
11756,37743,83500,1,2,1,1,1,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,M,R,5,6.2,1,80000,3284,7,85,
11815,37736,121972,1,2,2,2,3,Yes,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,8,5.5,0,0,0,4,100,
11821,37085,187474,1,3,1,1,1,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,M,PG,15,7.1,8,1000000,33236,13,97,
11822,37148,251058,1,2,2,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,R,15,6.1,8,0,35386,15,88,
11864,37939,80776,1,2,1,1,1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,H,PG-13,16,6,16,0,24641,4,102,
11936,37764,69716,1,3,1,1,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,R,15,7.4,1,0,7628,8,100,
11958,37001,104883,1,2,1,1,1,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,L,UR,3,4.4,1,0,10506,21,84,
11973,37876,71305,1,3,1,1,2,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,5,6.8,5,0,30120,4,91,
11986,37722,103874,1,2,1,1,1,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,14,6.1,5,0,17089,9,91,
11993,37449,295468,1,2,1,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,M,R,35,5.8,5,500000,33088,5,98,
12026,36987,149258,1,3,2,1,1,Yes,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,L,PG,11,7.4,5,0,19772,13,0,
12081,36885,75078,1,3,3,2,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,R,8,6,8,14000000,9128,4,103,
12110,37561,102622,1,3,3,2,1,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,H,R,27,6,27,16000000,45888,3,0,
12125,37022,188686,1,2,1,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,M,R,10,6.3,2,0,17131,12,95,
12278,37232,238431,1,2,1,1,1,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,R,11,6,1,0,11695,10,95,
12301,36560,127891,1,3,2,1,1,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG-13,113,3.7,113,0,80655,2,99,
12331,37554,52526,1,3,2,2,1,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,10,5.6,10,8000000,29483,2,122,
10044,40270,60072596,7,2,3,2,3,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,2155,3,2155,20000000,29289537,10,121,
10202,40417,57744720,7,3,2,2,2,Yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,2206,5.8,2206,20000000,20512304,12,107,
10231,39976,65247655,7,4,3,2,3,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,R,3077,6.4,3,100000000,23373102,9,106,
10237,40333,47000485,7,2,3,2,2,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,H,PG-13,2859,4.9,2859,75000000,15837266,11,100,
10240,39913,57497699,7,4,2,2,2,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,L,PG,2181,3.2,2181,45000000,4756488,8,85,
10302,40459,59699513,7,3,3,2,3,No,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,L,PG,3108,7.1,3072,35000000,12694770,18,123,
10304,40445,52474616,7,3,3,2,3,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,PG-13,3597,6.3,3565,70000000,19011188,13,133,
10349,40142,49474048,7,3,3,3,3,Yes,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,H,PG,3425,5.1,3425,35000000,16894511,16,88,
10373,39836,75225693,7,3,3,2,4,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,L,R,1077,7.5,3,35000000,189911,14,119,
10394,40137,47395661,7,2,3,2,2,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,R,1003,7.4,18,10000000,1872458,16,0,
10482,39836,45802315,7,5,2,2,2,No,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,L,R,2942,6.4,2942,35000000,20828511,6,92,
10518,40200,60020099,7,4,2,3,3,No,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,3345,4.8,3344,48000000,14010409,20,101,
10545,39556,62877175,7,3,2,4,3,Yes,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,L,R,2872,7.4,2798,30000000,17725330,12,111,
10571,39829,73023275,7,4,3,2,3,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,3271,4.9,3271,35000000,17012212,19,100,
10574,40221,61937495,7,4,3,2,3,No,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,3223,6,0,150000000,0,5,103,
10608,39052,46432264,7,3,3,3,2,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,M,PG,3083,6.6,3083,30000000,7849304,7,101,
10668,39395,72000867,7,4,3,3,3,No,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,H,PG,3603,5.6,0,0,18515473,14,116,
10685,39010,53082743,7,4,4,2,4,No,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,L,PG-13,2305,8.4,2281,40000000,14801808,16,130,
10709,39407,74273505,7,3,4,3,4,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,R,2037,8.3,28,25000000,1226333,22,122,
10718,39339,69766619,7,3,3,2,3,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,2837,6.8,2755,70000000,13471488,9,122,
10800,39402,69474661,7,4,2,2,3,Yes,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,H,G,3168,6.2,3164,0,9630085,17,93,
10810,38751,66966987,7,4,3,2,2,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,PG-13,3004,4.8,2999,15000000,21607203,7,87,
10856,39059,57312489,7,3,3,2,4,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M,R,1920,8,0,100000000,8648324,16,143,
10881,39177,62771059,7,4,2,4,3,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,2603,5.6,2,40000000,10025203,7,99,
10922,39199,55286454,7,5,3,3,3,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,L,PG-13,2733,6.1,2725,70000000,7133049,7,96,
10959,38576,74484168,7,3,3,4,3,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,2649,6.8,2533,45000000,21176925,15,109,
11001,39176,49968665,7,3,3,2,3,No,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,2944,3.3,0,0,0,11,92,
11015,38996,51685963,7,4,3,2,2,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,R,2820,5.8,2820,16000000,18508228,13,91,
11016,39801,50818750,7,4,2,2,3,No,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,M,G,3107,6.1,2758,0,10103675,11,93,
11030,38660,62647540,7,3,3,2,3,No,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,H,R,2448,7.2,2411,70000000,27726210,11,125,
11039,38947,62022014,7,5,2,2,3,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,R,3555,6,0,33000000,15206301,12,105,
11053,38758,54098051,7,4,2,2,2,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,L,R,2880,5.9,2880,34000000,19173094,10,93,
11119,38737,62318875,7,4,3,2,3,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,L,R,3207,6.6,3207,50000000,26857181,8,106,
11127,38525,66002004,7,4,3,2,3,No,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,H,G,3521,4.7,3521,50000000,12709221,16,101,
11146,38667,57479076,7,4,2,2,3,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,H,R,2447,6.5,2443,22000000,12211986,14,108,
11170,38786,61112916,7,4,3,3,3,No,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,L,PG,3501,4.2,3501,0,16310058,20,98,
11171,38366,67253092,7,2,2,2,3,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,L,PG-13,2574,7.1,2524,30000000,29168180,16,136,
11203,38653,74000000,7,4,4,4,3,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,L,PG,3520,5.7,0,75000000,0,8,129,
11221,38485,52580895,7,2,2,4,3,Yes,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,M,PG,3470,5.3,3455,45000000,20159925,11,95,
11238,38758,58336565,7,4,2,2,3,No,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L,G,2609,6.6,2566,0,14703405,12,86,
11279,38359,56386759,7,4,3,3,3,Yes,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,L,PG-13,0,5.4,0,0,24113565,0,101,
11299,38275,50222058,7,4,3,2,3,Yes,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,2620,7.3,2539,30000000,12120358,13,98,
11331,38198,65948711,7,3,3,3,4,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,M,R,2867,6.7,2867,80000000,20018620,16,129,
11337,38303,61347797,7,3,3,2,3,No,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,H,PG-13,2819,6.2,2819,58000000,11100392,12,97,
11347,38226,70992898,7,4,2,2,2,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,L,PG-13,2905,4.3,2905,25000000,12812287,7,97,
11360,38219,58156435,7,3,2,3,2,No,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,L,PG-13,2756,5.7,2730,19000000,13528946,21,95,
11363,38065,65470529,7,3,3,4,4,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,L,R,2705,5.9,2705,45000000,11458465,11,103,
11401,38329,52397389,7,4,3,3,3,Yes,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,M,R,2912,5.7,2912,65000000,16061271,11,113,
11406,38387,67192859,7,4,2,2,2,No,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,L,PG-13,3052,3.9,3052,20000000,19020655,7,89,
11461,38016,60378584,7,3,2,2,3,Yes,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,L,R,1093,7.4,4,8000000,86831,22,109,
11486,38240,56422687,7,3,2,2,3,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,L,PG-13,2763,6.5,2749,25000000,10100571,14,94,
